dgv_organization_id,dgv_organization_name,dgv_nb_datasets,geop_organization_id,geop_organization_name,geop_slug,dgv_slug,geoc_organization_name,geoc_organization_uuid,geoc_organization_url,geoc_slug
56ab6daa88ee3859ece82d6e,Communauté d'Agglomération Royan Atlantique,9.0,,,nan,communaute agglomeration royan atlantique,Communauté d'Agglomération Royan Atlantique,df8d1561f7ec28c90599dd37f31ca024,http://www.geocatalogue.fr/www/dcat/df8d1561f7ec28c90599dd37f31ca024/catalog.rdf,communaute agglomeration royan atlantique
56826fdfc751df5dddc664bc,Orange,1.0,,,nan,orange,Orange,909cea0c97058cfe2e3ea8d675cb08e1,http://www.geocatalogue.fr/www/dcat/909cea0c97058cfe2e3ea8d675cb08e1/catalog.rdf,orange
56544b5f88ee382b99e72048,Centre National de la Propriété Forestière,5.0,,,nan,centre national la propriete forestiere,Centre National de la Propriété Forestière,8b2e1759b67db7e4d9d620e067f4a940,http://www.geocatalogue.fr/www/dcat/8b2e1759b67db7e4d9d620e067f4a940/catalog.rdf,centre national la propriete forestiere
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Communauté d'Aggglomération Limoges Métropole,communaute aggglomeration limoges metropole,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Institut NAtional de l'Origine et de la qualité,institut national origine et la qualite,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Limoges Métropole / Pôle Infrastructure et Ressources Techniques / DRT - SIG,limoges metropole / pôle infrastructure et ressources techniques / drt sig,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Limoges Métropole / Pôle Transport et Mobilité / DTD - Transports Urbains,limoges metropole / pôle transport et mobilite / dtd transports urbains,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,PNR de Millevaches en Limousin,pnr millevaches en limousin,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Préfecture du Limousin,prefecture limousin,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Région Limousin,region limousin,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Service Départemental d'Incendie et de Secours de la Haute-Vienne,service departemental incendie et secours la haute-vienne,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
5600018d88ee3872b9ccb97b,GéoLimousin,6.0,5600018d88ee3872b9ccb97b,Ville de Limoges,ville limoges,geolimousin,GéoLimousin,77fb69a943086ec404bd5f43ebef1549,http://www.geocatalogue.fr/www/dcat/77fb69a943086ec404bd5f43ebef1549/catalog.rdf,geolimousin
55b8c85288ee3827203ca288,Lorient Agglomération,196.0,55b8c85288ee3827203ca288,Lorient Agglomération,lorient agglomeration,lorient agglomeration,Lorient Agglomération,f5a73111572856a89e8b8e46b60e2bb0,http://www.geocatalogue.fr/www/dcat/f5a73111572856a89e8b8e46b60e2bb0/catalog.rdf,lorient agglomeration
5527987bc751df037faec475,Communauté d'Agglomération Plaine Centrale du Val-de-Marne,0.0,5527987bc751df037faec475,Communauté d'agglomération Plaine Centrale du Val-de-Marne,communaute agglomeration plaine centrale val-de-marne,communaute agglomeration plaine centrale val-de-marne,Communauté d'Agglomération Plaine Centrale du Val-de-Marne,39dc5a36ac5a5d6d08e959381f8a6b0e,http://www.geocatalogue.fr/www/dcat/39dc5a36ac5a5d6d08e959381f8a6b0e/catalog.rdf,communaute agglomeration plaine centrale val-de-marne
551d4b6cc751df4f1a0cd89f,Morbihan énergies,7.0,,,nan,morbihan energies,Morbihan Energies,0f0802e85f871fa2c3276e88c0429558,http://www.geocatalogue.fr/www/dcat/0f0802e85f871fa2c3276e88c0429558/catalog.rdf,morbihan energies
550c0162c751df5c49882844,Parc naturel régional du Marais poitevin,0.0,,,nan,parc naturel regional marais poitevin,Parc naturel régional du Marais Poitevin,3da005357c6924fa5360ac53978f64bd,http://www.geocatalogue.fr/www/dcat/3da005357c6924fa5360ac53978f64bd/catalog.rdf,parc naturel regional marais poitevin
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Délégation Ifremer La Réunion,delegation ifremer la reunion,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Délégation Ifremer océan Indien,delegation ifremer ocean indien,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IFREMER,ifremer,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IFREMER - LEAD NC,ifremer lead nc,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,"IFREMER, Géosciences Marines",ifremer geosciences marines,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IFREMERIFREMER,ifremerifremer,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IUEM,iuem,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IUEM/LEMAR,iuem/lemar,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IUEM/LEMAR UMR 6539,iuem/lemar umr 6539,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer,ifremer,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer - Géosciences Marines,ifremer geosciences marines,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer - Géosciences MarinesIfremer - Géosciences Marines,ifremer geosciences marinesifremer geosciences marines,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer - Géosciences marines,ifremer geosciences marines,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer - LEAD NC,ifremer lead nc,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer - Sciences et Techniques Halieutiques,ifremer sciences et techniques halieutiques,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer - Sciences et technologies halieutiques,ifremer sciences et technologies halieutiques,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer -Géosciences marines,ifremer -geosciences marines,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer / Ifremer Reunion delegation,ifremer / ifremer reunion delegation,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Ifremer – Sciences et technologies halieutiques,ifremer – sciences et technologies halieutiques,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,IfremerIfremer,ifremerifremer,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Laboratoire LEMARLaboratoire LEMAR,laboratoire lemarlaboratoire lemar,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,SISMERSISMER,sismersismer,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,Sextant,sextant,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,TBM,tbm,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer (IFREMER),268.0,54f461f8c751df0f88882844,UBO UMR 6308 Amure,ubo umr 6308 amure,institut français recherche exploitation la mer ifremer,Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER),fe9245be9267f60570614a784c426e3d,http://www.geocatalogue.fr/www/dcat/fe9245be9267f60570614a784c426e3d/catalog.rdf,institut français recherche exploitation la mer ifremer
54e3c4f1c751df7e3e467389,Picardie Nature,6.0,,,nan,picardie nature,Picardie Nature,dbad86c23ba216fdd8016ac985619174,http://www.geocatalogue.fr/www/dcat/dbad86c23ba216fdd8016ac985619174/catalog.rdf,picardie nature
5492db21c751df7a9c04805a,SAINT-MALO AGGLOMERATION,6.0,,,nan,saint-malo agglomeration,Saint-Malo Agglomération,b5456077aa59b1751724d5d7bcc33584,http://www.geocatalogue.fr/www/dcat/b5456077aa59b1751724d5d7bcc33584/catalog.rdf,saint-malo agglomeration
546e60c7c751df7135068e8d,Parc Naturel Régional du Vercors,2.0,,,nan,parc naturel regional vercors,Parc Naturel Régional du Vercors,d0186be7121b7654b4382b97f774a7ad,http://www.geocatalogue.fr/www/dcat/d0186be7121b7654b4382b97f774a7ad/catalog.rdf,parc naturel regional vercors
53d04424a3a72970fff91f08,Mairie de Menton,0.0,,,nan,mairie menton,Mairie de Menton,3303cd32fe461b4e357a5e309ca20cd3,http://www.geocatalogue.fr/www/dcat/3303cd32fe461b4e357a5e309ca20cd3/catalog.rdf,mairie menton
539ef743a3a72946de9ebe28,Institut de radioprotection et de sûreté nucléaire (IRSN),2.0,,,nan,institut radioprotection et sûrete nucleaire irsn,Institut de Radioprotection et de Sûreté Nucléaire (IRSN),aa5322483114cd3d223148761e5facc4,http://www.geocatalogue.fr/www/dcat/aa5322483114cd3d223148761e5facc4/catalog.rdf,institut radioprotection et sûrete nucleaire irsn
534fffb8a3a7292c64a7814c,Ville de Marseille,46.0,,,nan,ville marseille,Ville de Marseille,bdd7ea370038867d44ce731e74248e7b,http://www.geocatalogue.fr/www/dcat/bdd7ea370038867d44ce731e74248e7b/catalog.rdf,ville marseille
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole,rennes metropole,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - Foncier,rennes metropole foncier,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - SIG,rennes metropole sig,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - SMU,rennes metropole smu,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - STU,rennes metropole stu,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - SVDM,rennes metropole svdm,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - Service Collecte des déchets,rennes metropole service collecte dechets,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffaaa3a7292c64a780dd,Rennes Métropole,65.0,534fffaaa3a7292c64a780dd,Rennes Métropole - Service Information Géographique,rennes metropole service information geographique,rennes metropole,Rennes Métropole,a219446a40a21504dd65430e709ff40f,http://www.geocatalogue.fr/www/dcat/a219446a40a21504dd65430e709ff40f/catalog.rdf,rennes metropole
534fffa3a3a7292c64a78094,Pôle emploi,22.0,,,nan,pôle emploi,Pôle Emploi,bc4715c01c58b1994e8358a8516132ee,http://www.geocatalogue.fr/www/dcat/bc4715c01c58b1994e8358a8516132ee/catalog.rdf,pôle emploi
534fffa1a3a7292c64a7808b,Ordre des géomètres-experts,2.0,,,nan,ordre geometres-experts,Ordre des Geomètres-Experts,ca3d6b14ca72a2a1a1a072e27805ca6a,http://www.geocatalogue.fr/www/dcat/ca3d6b14ca72a2a1a1a072e27805ca6a/catalog.rdf,ordre geometres-experts
534fffa0a3a7292c64a7806b,OpenStreetMap,35.0,,,nan,openstreetmap,OpenStreetMap,7e9cea4fb21abc9cd4eeee5116f7e101,http://www.geocatalogue.fr/www/dcat/7e9cea4fb21abc9cd4eeee5116f7e101/catalog.rdf,openstreetmap
534fff96a3a7292c64a77fe7,"Ministère de l'Economie, de l'Industrie et du Numérique",13.0,,,nan,ministere economie industrie et numerique,Ministère de l'Economie de l'Industrie et du Numérique,b26e504f1ab98bd7b5c1c2b2625da841,http://www.geocatalogue.fr/www/dcat/b26e504f1ab98bd7b5c1c2b2625da841/catalog.rdf,ministere economie industrie et numerique
534fff8fa3a7292c64a77f3d,Ministère de la Cohésion des territoires,102.0,534fff8fa3a7292c64a77f3d,"DGALN (Direction Générale de l'Aménagement, du Logement et de la Nature)",dgaln direction generale amenagement logement et la nature,ministere la cohesion territoires,Ministère de la Cohésion des territoires,e058b768f3da5a378395f2e98e4287eb,http://www.geocatalogue.fr/www/dcat/e058b768f3da5a378395f2e98e4287eb/catalog.rdf,ministere la cohesion territoires
534fff8ba3a7292c64a77ed3,Mégalis Bretagne,12.0,534fff8ba3a7292c64a77ed3,Mégalis Bretagne,megalis bretagne,megalis bretagne,Mégalis Bretagne,0e87c9b38630b59b3ae530ff694a225c,http://www.geocatalogue.fr/www/dcat/0e87c9b38630b59b3ae530ff694a225c/catalog.rdf,megalis bretagne
534fff81a3a7292c64a77e5c,Institut National de la Statistique et des Etudes Economiques (Insee),42.0,,,nan,institut national la statistique et etudes economiques insee,Institut National de la Statistique et des Etudes Economiques (INSEE),141ea892c720c02ee419db39a0786b73,http://www.geocatalogue.fr/www/dcat/141ea892c720c02ee419db39a0786b73/catalog.rdf,institut national la statistique et etudes economiques insee
534fff81a3a7292c64a77e5b,Institut National de la Santé et de la Recherche Médicale (Inserm),0.0,,,nan,institut national la sante et la recherche medicale inserm,Institut National de la Santé et de la Recherche Médicale (INSERM),92753bce47c6361a474de4a34c470bbb,http://www.geocatalogue.fr/www/dcat/92753bce47c6361a474de4a34c470bbb/catalog.rdf,institut national la sante et la recherche medicale inserm
534fff80a3a7292c64a77e54,Institut national de l'origine et de la qualité (INAO),6.0,,,nan,institut national origine et la qualite inao,Institut National de l'Origine et de la Qualité (INAO),da21ba5adabeff3fad51e81451bf6a0b,http://www.geocatalogue.fr/www/dcat/da21ba5adabeff3fad51e81451bf6a0b/catalog.rdf,institut national origine et la qualite inao
534fff75a3a7292c64a77de4,Etalab,55.0,,,nan,etalab,Etalab,64df3887b6f352057e2b585ed7e88940,http://www.geocatalogue.fr/www/dcat/64df3887b6f352057e2b585ed7e88940/catalog.rdf,etalab
534fff5ca3a7292c64a77d26,Caisse nationale de solidarité pour l'autonomie (CNSA),5.0,,,nan,caisse nationale solidarite autonomie cnsa,Caisse Nationale de Solidarité pour l'Autonomie (CNSA),cb29cea4f38e1ab18271c3879200d590,http://www.geocatalogue.fr/www/dcat/cb29cea4f38e1ab18271c3879200d590/catalog.rdf,caisse nationale solidarite autonomie cnsa
534fff5ba3a7292c64a77d19,Brest métropole,4.0,,,nan,brest metropole,Brest métropole,b7ab8538c55bb04350641f4da5a6650e,http://www.geocatalogue.fr/www/dcat/b7ab8538c55bb04350641f4da5a6650e/catalog.rdf,brest metropole
534fff58a3a7292c64a77cf6,"Autorité de régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP)",13.0,,,nan,autorite regulation communications electroniques postes et la distribution la presse arcep,"Autorité de régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP)",ceb1e54bd7da3d1ca2a43fb0c71bc964,http://www.geocatalogue.fr/www/dcat/ceb1e54bd7da3d1ca2a43fb0c71bc964/catalog.rdf,autorite regulation communications electroniques postes et la distribution la presse arcep
534fff53a3a7292c64a77cd7,Air Pays de la Loire,10.0,,,nan,air pays la loire,Air Pays de la Loire,f540ee38176857fd4ed78c5c321b9ac0,http://www.geocatalogue.fr/www/dcat/f540ee38176857fd4ed78c5c321b9ac0/catalog.rdf,air pays la loire
534fff52a3a7292c64a77cd2,Agence Technique de l'information sur l'Hospitalisation (ATIH),12.0,,,nan,agence technique information sur hospitalisation atih,Agence Technique de l'information sur l'hospitalisation (ATIH),98283bf812e489423f273f61a4e4e431,http://www.geocatalogue.fr/www/dcat/98283bf812e489423f273f61a4e4e431/catalog.rdf,agence technique information sur hospitalisation atih
534fff50a3a7292c64a77cc0,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail (Anses)",11.0,,,nan,agence nationale securite sanitaire alimentation environnement et travail anses,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES)",cadef4c11943e372e8afd0b94797b5ec,http://www.geocatalogue.fr/www/dcat/cadef4c11943e372e8afd0b94797b5ec/catalog.rdf,agence nationale securite sanitaire alimentation environnement et travail anses
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté Urbaine du Grand Reims,communaute urbaine grand reims,fluo grand est,Communauté Urbaine du Grand Reims,abacb25bf12f74950580821a71e483c5,http://www.geocatalogue.fr/www/dcat/abacb25bf12f74950580821a71e483c5/catalog.rdf,communaute urbaine grand reims
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération du Grand Verdun,communaute agglomeration grand verdun,fluo grand est,Communauté d'Agglomération du Grand Verdun,391e052d6eaeb2aad1bb354f71561056,http://www.geocatalogue.fr/www/dcat/391e052d6eaeb2aad1bb354f71561056/catalog.rdf,communaute agglomeration grand verdun
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes Moselle et Madon,communaute communes moselle et madon,fluo grand est,Communauté de Communes Moselle et Madon,3cb087be746da686bd255b0ec85022a5,http://www.geocatalogue.fr/www/dcat/3cb087be746da686bd255b0ec85022a5/catalog.rdf,communaute communes moselle et madon
5c90d6b3634f41513909d0d0,La ROCHELLE UNIVERSITE,4.0,5c90d6b3634f41513909d0d0,Université de la Rochelle,universite la rochelle,la rochelle universite,Université de la Rochelle,761d4ac8dc3bea34a33d76a8ef56b3bc,http://www.geocatalogue.fr/www/dcat/761d4ac8dc3bea34a33d76a8ef56b3bc/catalog.rdf,universite la rochelle
5adda58dc751df45e10ca319,Pôle métropolitain du Pays de Brest,2.0,5adda58dc751df45e10ca319,Pays de Brest,pays brest,pôle metropolitain pays brest,Pays de Brest,d2b11632dffbb74f97472db3c08dcc91,http://www.geocatalogue.fr/www/dcat/d2b11632dffbb74f97472db3c08dcc91/catalog.rdf,pays brest
